Station number,Lat,Lon,Station name,SA2_5DIG16,SA2_NAME16,STE_CODE16,STE_NAME16,2010_11_area
41053,-27.37,151.59,JONDARYAN POST OFFICE,31180,Jondaryan,3,Queensland,16474
41056,-28.33,152.3,KILLARNEY POST OFFICE,31185,Southern Downs - East,3,Queensland,1803
41062,-27.81,151.33,LAGUNA,31181,Millmerran,3,Queensland,14199
41063,-28.01,151.59,LEYBURN POST OFFICE,31186,Southern Downs - West,3,Queensland,2710
41072,-27.48,151.6,MOUNT IRVING,31180,Jondaryan,3,Queensland,16474
41082,-27.72,151.63,PITTSWORTH,31182,Pittsworth,3,Queensland,17017
41083,-28.07,151.78,PRATTEN,31186,Southern Downs - West,3,Queensland,2710
41085,-28.33,152.39,QUEEN MARY FALLS,31185,Southern Downs - East,3,Queensland,1803
41090,-26.54,151.13,DARR CREEK AL,31172,Chinchilla,3,Queensland,10124
41091,-26.81,151.08,LAURIEDALE,31183,Wambo,3,Queensland,25995
41092,-26.45,150.89,BALLON AL,31172,Chinchilla,3,Queensland,10124
41098,-28.29,152.25,TANNYMOREL,31185,Southern Downs - East,3,Queensland,1803
41100,-28.85,151.17,TEXAS POST OFFICE,31174,Inglewood - Waggamba,3,Queensland,136496
41106,-27.97,152.08,UPPER FOREST SPRINGS,31186,Southern Downs - West,3,Queensland,2710
41112,-28.4,150.05,GIDDI GIDDI SOUTH TM,31174,Inglewood - Waggamba,3,Queensland,136496
41120,-28.2,152.21,YANGAN POST OFFICE,31185,Southern Downs - East,3,Queensland,1803
41123,-28.41,151.08,INGLEWOOD BRIDGE TM,31174,Inglewood - Waggamba,3,Queensland,136496
41124,-28.28,150.37,KILBRONAE TM,31173,Goondiwindi,3,Queensland,21193
41128,-28.5,150.59,WONDALLI,31174,Inglewood - Waggamba,3,Queensland,136496
41131,-26.77,151.38,COORANGA NORTH,31183,Wambo,3,Queensland,25995
41133,-28.36,151.14,WOODSPRING TM,31174,Inglewood - Waggamba,3,Queensland,136496
41145,-26.84,151.17,MARNHULL,31183,Wambo,3,Queensland,25995
41152,-27.98,150.92,LANGLEY TM,31181,Millmerran,3,Queensland,14199
41166,-27.68,151.6,SPRINGSIDE,31182,Pittsworth,3,Queensland,17017
41182,-27.18,151.57,WHITTAKER,31179,Crows Nest - Rosalie,3,Queensland,3896
41208,-28.35,152.34,SPRING CREEK,31185,Southern Downs - East,3,Queensland,1803
41212,-27.21,151.68,ROSALIE PLAINS,31179,Crows Nest - Rosalie,3,Queensland,3896
41229,-28.08,152.26,MARYVALE,31185,Southern Downs - East,3,Queensland,1803
41250,-27.79,151.41,PAMPAS,31181,Millmerran,3,Queensland,14199
41277,-26.77,151.21,GLENROY,31183,Wambo,3,Queensland,25995
41285,-28.33,151.85,FAIRLEIGH,31186,Southern Downs - West,3,Queensland,2710
41306,-27.86,151.45,TOSARI,31181,Millmerran,3,Queensland,14199
41314,-27.76,151.45,BROOKSTEAD POST OFFICE,31182,Pittsworth,3,Queensland,17017
41315,-28.11,151.57,BRIGALOW PARK,31186,Southern Downs - West,3,Queensland,2710
41318,-27.97,151.34,CARRAMAR,31181,Millmerran,3,Queensland,14199
41323,-28.02,152.29,MANDALA,31185,Southern Downs - East,3,Queensland,1803
41339,-27.21,151.19,LOUDOUN BRIDGE,31183,Wambo,3,Queensland,25995
41344,-28.21,151.56,KARARA,31186,Southern Downs - West,3,Queensland,2710
41348,-28.17,150.64,WYAGA TM,31174,Inglewood - Waggamba,3,Queensland,136496
41359,-27.4,151.74,OAKEY AERO,31180,Jondaryan,3,Queensland,16474
41370,-28.12,150.54,YAGABURNE,31174,Inglewood - Waggamba,3,Queensland,136496
41388,-28.06,151.33,MURRALAH,31181,Millmerran,3,Queensland,14199
41391,-28.36,151.15,WOODSPRING,31174,Inglewood - Waggamba,3,Queensland,136496
41397,-28.14,150.13,BURILDA,31174,Inglewood - Waggamba,3,Queensland,136496
41404,-27.96,151.67,ELLANGOWAN,31184,Clifton - Greenmount,3,Queensland,7899
41415,-28.24,151.53,WARAHGAI TM,31186,Southern Downs - West,3,Queensland,2710
41445,-28.21,151.92,LESLIE DAM,31186,Southern Downs - West,3,Queensland,2710
41456,-28.06,152.37,CUNNINGHAMS GAP NATIONAL PARK,31185,Southern Downs - East,3,Queensland,1803
41457,-28.42,151.21,COOLMUNDA DAM,31174,Inglewood - Waggamba,3,Queensland,136496
41464,-28.15,152.33,OAKINGTON,31185,Southern Downs - East,3,Queensland,1803
41469,-27.03,151.09,MACALISTER,31183,Wambo,3,Queensland,25995
41473,-28.1,151.81,PRATTEN CONDAMINE RIVER,31186,Southern Downs - West,3,Queensland,2710
41486,-26.96,150.86,WARRA-KOGAN RD BR,31172,Chinchilla,3,Queensland,10124
41488,-28.05,150.15,BALLYMENA TM,31174,Inglewood - Waggamba,3,Queensland,136496
41490,-26.9,150.78,BRIGALOW BRIDGE TM,31172,Chinchilla,3,Queensland,10124
41491,-28.43,151.47,BARONGAROOK TM,31174,Inglewood - Waggamba,3,Queensland,136496
41493,-27.49,150.46,THE DEEP CROSSING,31178,Tara,3,Queensland,106478
41495,-28.48,151.28,TERRAINE TM,31174,Inglewood - Waggamba,3,Queensland,136496
41504,-27.74,151.41,GLEN ROYAL,31182,Pittsworth,3,Queensland,17017
41506,-28.66,150.67,BENGALLA TM,11192,Inverell Region - East,1,New South Wales,8893
41507,-28.67,150.45,NEW KILDONAN TM,11196,Moree Region,1,New South Wales,371725
41508,-27.73,150.65,O'CONNOR TM,31178,Tara,3,Queensland,106478
41512,-27.38,151.92,COOBY CREEK DAM,31179,Crows Nest - Rosalie,3,Queensland,3896
41514,-28.03,151.58,LEYBURN TM,31186,Southern Downs - West,3,Queensland,2710
41515,-27.85,151.68,FELTON TM,31184,Clifton - Greenmount,3,Queensland,7899
41516,-28.03,152.02,ALLORA TM,31186,Southern Downs - West,3,Queensland,2710
41519,-28.58,150.85,BOOBA SANDS TM,31174,Inglewood - Waggamba,3,Queensland,136496
41522,-27.16,151.26,DALBY AIRPORT,31183,Wambo,3,Queensland,25995
41525,-28.21,152.1,WARWICK,31185,Southern Downs - East,3,Queensland,1803
41527,-27.13,151.49,WILLGA HOME,31179,Crows Nest - Rosalie,3,Queensland,3896
41530,-28.2,152.22,YANGAN ALERT,31185,Southern Downs - East,3,Queensland,1803
41531,-28.12,152.06,GLENGALLAN CREEK ALERT,31185,Southern Downs - East,3,Queensland,1803
41532,-28.36,152,CONNOLLY DAM ALERT,31186,Southern Downs - West,3,Queensland,2710
41533,-28.23,152.23,EMU VALE ALERT,31185,Southern Downs - East,3,Queensland,1803
41535,-28.37,152.14,ELBOW VALLEY ALERT,31185,Southern Downs - East,3,Queensland,1803
41536,-28.29,152.11,MURRAYS BRIDGE ALERT,31185,Southern Downs - East,3,Queensland,1803
41537,-28.34,152.29,KILLARNEY ALERT,31185,Southern Downs - East,3,Queensland,1803
41540,-29.17,151.34,BEARDY JUNCTION,31174,Inglewood - Waggamba,3,Queensland,136496
41543,-28.07,151.19,DUDDAWARRA,31181,Millmerran,3,Queensland,14199
41545,-27.65,150.91,DUNMORE EXCHANGE TM,31181,Millmerran,3,Queensland,14199
41546,-27.98,150.52,AVOCA TM,31178,Tara,3,Queensland,106478
41548,-28.87,151.16,TEXAS TM,11192,Inverell Region - East,1,New South Wales,8893
41551,-26.97,151.48,BELGRAE PARK ALERT,31183,Wambo,3,Queensland,25995
42002,-27.21,150.28,BELAH PARK,31178,Tara,3,Queensland,106478
42004,-26.5,150.1,POSSUM PARK,31175,Miles - Wandoan,3,Queensland,61690
42009,-26.64,149.98,DRILLHAM,31175,Miles - Wandoan,3,Queensland,61690
42016,-27.34,150.06,HANNAFORD POST OFFICE,31178,Tara,3,Queensland,106478
42022,-27.32,149.88,MEANDARRA POST OFFICE,31178,Tara,3,Queensland,106478
42023,-26.66,150.18,MILES POST OFFICE,31175,Miles - Wandoan,3,Queensland,61690
42025,-26.55,150.63,HORSE CREEK AL,31172,Chinchilla,3,Queensland,10124
42027,-28.49,149.47,TALWOOD STATE SCHOOL,31174,Inglewood - Waggamba,3,Queensland,136496
42034,-27.17,150,OURIGILLA,31178,Tara,3,Queensland,106478
42035,-26.64,149.63,JACKSON COMMUNITY POSTAL  AGENCY,31177,Roma Region,3,Queensland,104985
42036,-26.16,150.84,BAWNDUGGIE AL,31172,Chinchilla,3,Queensland,10124
42048,-26.93,150.14,CONDAMINE,31175,Miles - Wandoan,3,Queensland,61690
42069,-28.61,148.66,BIRRA BIRRA,31171,Balonne,3,Queensland,168356
42072,-28.6,148.86,BULLAMON PLAINS,31171,Balonne,3,Queensland,168356
42078,-26.92,150.47,HAREWOOD,31172,Chinchilla,3,Queensland,10124
42097,-28.37,149.88,HARTMANN BRIDGE TM,31174,Inglewood - Waggamba,3,Queensland,136496
42100,-27.76,150.07,SOUTHWOOD,31178,Tara,3,Queensland,106478
42102,-27.94,150.14,RIPPLE DOWNS,31178,Tara,3,Queensland,106478
42104,-28.38,149.67,SURREY TM,31174,Inglewood - Waggamba,3,Queensland,136496
42112,-26.66,150.18,MILES CONSTANCE STREET,31175,Miles - Wandoan,3,Queensland,61690
42115,-28.07,149.98,LUNDAVRA TM,31174,Inglewood - Waggamba,3,Queensland,136496
42116,-28.23,149.56,ARDEN DOWNS TM,31174,Inglewood - Waggamba,3,Queensland,136496
43006,-26.25,148.95,MOOGA HILLS TM,31177,Roma Region,3,Queensland,104985
43008,-26.17,148.66,SPRINGDALE TM,31177,Roma Region,3,Queensland,104985
43015,-25.84,148.57,INJUNE POST OFFICE,31177,Roma Region,3,Queensland,104985
43020,-26.49,147.98,MITCHELL POST OFFICE,31177,Roma Region,3,Queensland,104985
43023,-26.8,148.41,AIRLIE,31177,Roma Region,3,Queensland,104985
43033,-26.47,148.8,TINDARRA TM,31177,Roma Region,3,Queensland,104985
43035,-27.16,149.07,SURAT,31177,Roma Region,3,Queensland,104985
43037,-26.21,149.09,FINSBURY PARK,31177,Roma Region,3,Queensland,104985
43038,-26.59,149.19,WALLUMBILLA POST OFFICE,31177,Roma Region,3,Queensland,104985
43041,-28.14,148.71,QLD COTTON,31171,Balonne,3,Queensland,168356
43043,-26.61,149.39,YULEBA GARDEN ST,31177,Roma Region,3,Queensland,104985
43045,-28.09,148.97,WARRIE STATION,31171,Balonne,3,Queensland,168356
43051,-26.26,149.24,PINE HILLS TM,31175,Miles - Wandoan,3,Queensland,61690
43052,-27,149.5,WARKON,31177,Roma Region,3,Queensland,104985
43054,-25.84,148.57,INJUNE TM,31177,Roma Region,3,Queensland,104985
43060,-26.08,147.9,HAVELOCK,31177,Roma Region,3,Queensland,104985
43061,-25.98,148.56,GUNNEWIN,31177,Roma Region,3,Queensland,104985
43071,-26.47,148.97,SOMERSET,31177,Roma Region,3,Queensland,104985
43075,-25.8,147.95,MUNNAWEENA,31177,Roma Region,3,Queensland,104985
43080,-27.23,148.74,KAROOLA PARK,31177,Roma Region,3,Queensland,104985
43090,-27.91,148.65,BEARDMORE DAM,31171,Balonne,3,Queensland,168356
43091,-26.55,148.77,ROMA AIRPORT,31177,Roma Region,3,Queensland,104985
43093,-26.61,148.54,WAVERLEY DOWNS,31177,Roma Region,3,Queensland,104985
43095,-27.39,149.39,NAMARAH,31177,Roma Region,3,Queensland,104985
43099,-26.82,148.02,SPRINGFIELD,31177,Roma Region,3,Queensland,104985
43101,-27.31,148.83,WERIBONE TM,31177,Roma Region,3,Queensland,104985
43102,-26.49,147.98,MITCHELL TM,31177,Roma Region,3,Queensland,104985
43105,-26.41,148.78,TABERS TM,31177,Roma Region,3,Queensland,104985
43106,-26.51,148.13,RICHLAND HILL,31177,Roma Region,3,Queensland,104985
43107,-27.65,148.74,WARROO,31171,Balonne,3,Queensland,168356
43108,-25.96,148.39,BENDOBA TM,31177,Roma Region,3,Queensland,104985
43109,-28.05,148.59,ST GEORGE AIRPORT,31171,Balonne,3,Queensland,168356
43112,-26.8,148.6,DALMALLY,31177,Roma Region,3,Queensland,104985
44042,-28.97,147.8,HEBEL STORE,31171,Balonne,3,Queensland,168356
44117,-28.59,148.23,DIRRANBANDI,31171,Balonne,3,Queensland,168356
44154,-28.39,148.31,WHYENBAH,31171,Balonne,3,Queensland,168356
44166,-28.51,148.4,YAMBURGAN,31171,Balonne,3,Queensland,168356
44194,-28.35,148.82,NINDIGULLY,31171,Balonne,3,Queensland,168356
47040,-33.93,142.36,WENTWORTH (WAMBERRA STATION),11179,Wentworth-Balranald Region,1,New South Wales,150245
47107,-34.32,142.36,PARINGI(KERRIBEE),11179,Wentworth-Balranald Region,1,New South Wales,150245
48018,-29.54,148.4,COLLARENEBRI (BUNDABARINA),11096,Walgett - Lightning Ridge,1,New South Wales,354100
48031,-29.54,148.58,COLLARENEBRI (ALBERT ST),11096,Walgett - Lightning Ridge,1,New South Wales,354100
49002,-34.64,143.56,BALRANALD (RSL),11179,Wentworth-Balranald Region,1,New South Wales,150245
50010,-33.52,147.25,BURCHER POST OFFICE,11062,Condobolin,1,New South Wales,251555
50014,-33.08,147.15,CONDOBOLIN RETIREMENT VILLAGE,11062,Condobolin,1,New South Wales,251555
50017,-33.94,147.2,WEST WYALONG AIRPORT AWS,11069,West Wyalong,1,New South Wales,199959
50018,-32.29,147.67,DANDALOO (KELVIN),11105,Narromine,1,New South Wales,148605
50031,-32.72,148.19,PEAK HILL POST OFFICE,11068,Parkes Region,1,New South Wales,93735
50035,-32.24,147.36,TOTTENHAM (UMANG ST),11062,Condobolin,1,New South Wales,251555
50036,-32.92,147.71,TRUNDLE (BROOKVIEW ST),11068,Parkes Region,1,New South Wales,93735
50040,-33.64,146.97,UNGARIE POST OFFICE,11069,West Wyalong,1,New South Wales,199959
50045,-33.85,146.83,YALGOGRIN NORTH (ROLOMA),11069,West Wyalong,1,New South Wales,199959
50052,-33.07,147.23,CONDOBOLIN AG RESEARCH STN,11062,Condobolin,1,New South Wales,251555
50054,-33.1,146.85,CONDOBOLIN (WORRONGORRAH),11062,Condobolin,1,New South Wales,251555
50108,-32.57,147.22,WILMATHA (WANGANUI),11062,Condobolin,1,New South Wales,251555
50110,-32.64,148.06,PEAK HILL (WARATAH),11068,Parkes Region,1,New South Wales,93735
50117,-32.9,148.28,ALECTOWN (BRIDGEWATER),11068,Parkes Region,1,New South Wales,93735
50119,-32.94,148.24,ALECTOWN (VANVILLA),11068,Parkes Region,1,New South Wales,93735
50137,-33.07,147.21,CONDOBOLIN AIRPORT AWS,11062,Condobolin,1,New South Wales,251555
50139,-32.56,148.34,TOMINGLEY (GUNDONGS),11105,Narromine,1,New South Wales,148605
51008,-32.46,148.15,WYANGA (BARCOO),11105,Narromine,1,New South Wales,148605
51018,-31.7,148.66,GILGANDRA (CHELMSFORD AVE),11104,Gilgandra,1,New South Wales,62521
51038,-31.84,147.72,NEVERTIRE (CLYDE ST),11095,Nyngan - Warren,1,New South Wales,181118
51039,-31.55,147.2,NYNGAN AIRPORT,11095,Nyngan - Warren,1,New South Wales,181118
51042,-30.93,147.87,QUAMBONE STATION,11094,Coonamble,1,New South Wales,143061
51049,-31.99,147.95,TRANGIE RESEARCH STATION AWS,11105,Narromine,1,New South Wales,148605
51062,-31.26,148.02,WARREN (ELLERSLIE),11094,Coonamble,1,New South Wales,143061
51066,-31.95,148.62,EUMUNGERIE POST OFFICE,11103,Dubbo Region,1,New South Wales,20440
51091,-32.22,148.57,DUBBO AIRPORT (OLD TOWER),11103,Dubbo Region,1,New South Wales,20440
51122,-31.56,148.6,CURBAN (ERCILDOUNE),11104,Gilgandra,1,New South Wales,62521
51133,-31.23,148.89,WARRUMBUNGLE (MIAGUNYAH),11094,Coonamble,1,New South Wales,143061
51160,-31.71,148.64,GILGANDRA (COUNCIL DEPOT),11104,Gilgandra,1,New South Wales,62521
51161,-30.98,148.38,COONAMBLE AIRPORT AWS,11094,Coonamble,1,New South Wales,143061
52001,-30.1,148.97,BURREN JUNCTION (HASTINGS STREET),11096,Walgett - Lightning Ridge,1,New South Wales,354100
52003,-29.96,148.47,CRYON (KOOTHNEY),11096,Walgett - Lightning Ridge,1,New South Wales,354100
52016,-30.61,148.97,GWABEGAR POST OFFICE,11198,Narrabri Region,1,New South Wales,105939
52019,-29.35,148.69,MOGIL MOGIL (BENIMORA),11196,Moree Region,1,New South Wales,371725
52020,-28.98,148.99,MUNGINDI POST OFFICE,11196,Moree Region,1,New South Wales,371725
52067,-29.81,148.91,ROWENA POST OFFICE,11096,Walgett - Lightning Ridge,1,New South Wales,354100
52074,-30.35,149.02,PILLIGA (LOWANA),11198,Narrabri Region,1,New South Wales,105939
52088,-30.04,148.12,WALGETT AIRPORT AWS,11096,Walgett - Lightning Ridge,1,New South Wales,354100
53001,-30.95,149.07,BARADINE POST OFFICE,11099,Coonabarabran,1,New South Wales,23801
53002,-30.95,149.07,BARADINE FORESTRY,11099,Coonabarabran,1,New South Wales,23801
53003,-29.92,149.79,BELLATA POST OFFICE,11198,Narrabri Region,1,New South Wales,105939
53011,-29.07,149.63,GARAH POST OFFICE,11196,Moree Region,1,New South Wales,371725
53018,-28.99,150.02,CROPPA CREEK (KRUI PLAINS),11196,Moree Region,1,New South Wales,371725
53026,-30.26,149.68,NARRABRI (MOLLEE),11198,Narrabri Region,1,New South Wales,105939
53033,-29.47,150.14,PALLAMALLAWA POST OFFICE,11196,Moree Region,1,New South Wales,371725
53034,-30.12,149.32,WEE WAA (PENDENNIS),11198,Narrabri Region,1,New South Wales,105939
53041,-28.87,150.09,TULLOONA (COOLANGA),11196,Moree Region,1,New South Wales,371725
53042,-28.9,149.54,GARAH (ULINGA),11196,Moree Region,1,New South Wales,371725
53044,-30.23,149.45,WEE WAA (GEORGE ST),11198,Narrabri Region,1,New South Wales,105939
53073,-30.76,149,KENEBRI (ELLERSLIE),11099,Coonabarabran,1,New South Wales,23801
53076,-28.95,150.26,NORTH STAR (BONANZA),11196,Moree Region,1,New South Wales,371725
53081,-30.8,149.12,KENEBRI (CUMBIL),11099,Coonabarabran,1,New South Wales,23801
53085,-28.97,149.67,GARAH (DELVIN),11196,Moree Region,1,New South Wales,371725
53103,-30.45,149.67,NARRABRI (ROSEWOOD FARM),11198,Narrabri Region,1,New South Wales,105939
53108,-29.79,150.15,TERRY HIE HIE,11196,Moree Region,1,New South Wales,371725
53115,-29.49,149.85,MOREE AERO,11196,Moree Region,1,New South Wales,371725
54003,-30.38,150.61,BARRABA POST OFFICE,11205,Tamworth Region,1,New South Wales,7960
54012,-29.25,150.75,COOLATAI (ORANA),11193,Inverell Region - West,1,New South Wales,25094
54016,-29.44,150.79,DELUNGRA (CRAIGMORE),11192,Inverell Region - East,1,New South Wales,8893
54023,-30.29,150.81,BARRABA (NERANGHI),11205,Tamworth Region,1,New South Wales,7960
54029,-29.54,150.58,WARIALDA POST OFFICE,11193,Inverell Region - West,1,New South Wales,25094
54036,-29.24,150.89,WALLANGRA (WALLANGRA STATION),11192,Inverell Region - East,1,New South Wales,8893
54038,-30.32,149.83,NARRABRI AIRPORT AWS,11198,Narrabri Region,1,New South Wales,105939
54045,-29.34,151.29,ASHFORD (SPRINGVALE),11192,Inverell Region - East,1,New South Wales,8893
54049,-29.41,150.9,GRAMAN (ULUPNA),11192,Inverell Region - East,1,New South Wales,8893
54073,-29.64,151.24,NULLAMANNA (BELMORE),11192,Inverell Region - East,1,New South Wales,8893
54074,-29.66,151.04,OAKWOOD (BENARA),11192,Inverell Region - East,1,New South Wales,8893
54076,-29.64,151.43,KINGS PLAINS (WINDERMERE),11192,Inverell Region - East,1,New South Wales,8893
54078,-29.68,151.15,INVERELL (WANDERA),11192,Inverell Region - East,1,New South Wales,8893
54081,-29.7,150.41,BINGARA (GLENROY),11193,Inverell Region - West,1,New South Wales,25094
54082,-29.64,151.41,KINGS PLAINS (CROYE),11192,Inverell Region - East,1,New South Wales,8893
54090,-29.92,150.37,BINGARA (PALLAL),11193,Inverell Region - West,1,New South Wales,25094
54104,-29.39,151.24,PINDARI DAM,11192,Inverell Region - East,1,New South Wales,8893
54105,-30.34,150.93,BUNDARRA (GRANITE HEIGHTS),11205,Tamworth Region,1,New South Wales,7960
54114,-30.1,151.01,BUNDARRA (BEVERLEY),11192,Inverell Region - East,1,New South Wales,8893
54117,-30.22,150.72,COBBADAH (ROCKY GLEN),11193,Inverell Region - West,1,New South Wales,25094
54121,-29.5,151.13,BUKKULLA (RFS),11192,Inverell Region - East,1,New South Wales,8893
54124,-29.27,150.27,CROOBLE STATION,11196,Moree Region,1,New South Wales,371725
54128,-29.89,150.9,COPETON DAM,11193,Inverell Region - West,1,New South Wales,25094
54141,-29.58,150.37,GWYDER RIVER (GRAVESEND RD BDG (GWYDIR R,11193,Inverell Region - West,1,New South Wales,25094
54146,-29.23,151.38,HAYSTACK (BEARDY RIVER),11192,Inverell Region - East,1,New South Wales,8893
54149,-30.19,149.86,NARRABRI (MURRUMBILLA),11198,Narrabri Region,1,New South Wales,105939
54151,-30.28,150.17,NARRABRI (MT KAPUTAR NATIONAL PARK),11198,Narrabri Region,1,New South Wales,105939
54153,-30.12,150.13,CARODA (PALEROO),11193,Inverell Region - West,1,New South Wales,25094
54161,-29.19,151.16,FRASERS CREEK (LLANARTH),11192,Inverell Region - East,1,New South Wales,8893
55000,-30.91,150.86,ATTUNGA (GARTHOWEN),11205,Tamworth Region,1,New South Wales,7960
55006,-31.64,150.24,BLACKVILLE POST OFFICE,11201,Quirindi,1,New South Wales,31303
55007,-30.71,150.05,BOGGABRI POST OFFICE,11200,Gunnedah Region,1,New South Wales,53292
55014,-31.12,150.27,CURLEWIS POST OFFICE,11200,Gunnedah Region,1,New South Wales,53292
55023,-30.98,150.25,GUNNEDAH POOL,11200,Gunnedah Region,1,New South Wales,53292
55024,-31.03,150.27,GUNNEDAH RESOURCE CENTRE,11200,Gunnedah Region,1,New South Wales,53292
55025,-31.79,150.67,WILLOW TREE (HIGHLANDS),11201,Quirindi,1,New South Wales,31303
55038,-31.1,149.91,MULLALEY POST OFFICE,11200,Gunnedah Region,1,New South Wales,53292
55041,-31.46,151.13,NUNDLE POST OFFICE,11205,Tamworth Region,1,New South Wales,7960
55043,-31.71,150.41,WILLOW TREE  (PARRAWEENA),11201,Quirindi,1,New South Wales,31303
55044,-30.7,150.28,BOGGABRI (RETREAT),11200,Gunnedah Region,1,New South Wales,53292
55046,-31.53,150.44,PINE RIDGE (BILLABONG),11201,Quirindi,1,New South Wales,31303
55049,-31.51,150.68,QUIRINDI POST OFFICE,11201,Quirindi,1,New South Wales,31303
55057,-31.77,150.29,WILLOW TREE (VALAIS),11201,Quirindi,1,New South Wales,31303
55058,-30.44,149.94,TURRAWAN (WALLAH),11198,Narrabri Region,1,New South Wales,105939
55062,-31.35,150.65,WERRIS CREEK POST OFFICE,11201,Quirindi,1,New South Wales,31303
55066,-31.62,150.84,WALLABADAH (WOODTON),11201,Quirindi,1,New South Wales,31303
55069,-31.45,150.02,YANNERGEE (DOBROYD),11201,Quirindi,1,New South Wales,31303
55076,-30.51,150.21,BOGGABRI (KANOWNDA),11198,Narrabri Region,1,New South Wales,105939
55078,-31.41,151.09,NUNDLE (BENONI),11205,Tamworth Region,1,New South Wales,7960
55103,-30.69,151.12,WATSONS CREEK (TILMUNDA),11205,Tamworth Region,1,New South Wales,7960
55105,-30.8,150.86,ATTUNGA (TARANA),11205,Tamworth Region,1,New South Wales,7960
55120,-30.93,150.79,ATTUNGA (THE PINES),11205,Tamworth Region,1,New South Wales,7960
55122,-30.84,150.91,ATTUNGA (MINDEROO),11205,Tamworth Region,1,New South Wales,7960
55157,-31.09,150.66,WINTON (DALBLAIR),11205,Tamworth Region,1,New South Wales,7960
55164,-31.18,151.3,WEABONGA (STONELEIGH),11205,Tamworth Region,1,New South Wales,7960
55172,-31.21,151.32,WEABONGA (MONOMEETH),11205,Tamworth Region,1,New South Wales,7960
55176,-31.26,151.08,LOOMBERAH (PENDENE),11205,Tamworth Region,1,New South Wales,7960
55183,-31.3,150.86,DURI (ASHGROVE) NO 142,11205,Tamworth Region,1,New South Wales,7960
55195,-31.44,150.89,GOWRIE (LALLYBROCH),11205,Tamworth Region,1,New South Wales,7960
55200,-31.49,151.19,HANGING ROCK (ANDEVA),11205,Tamworth Region,1,New South Wales,7960
55201,-30.82,150.32,KELVIN (KAHANA),11200,Gunnedah Region,1,New South Wales,53292
55202,-30.95,150.25,GUNNEDAH AIRPORT AWS,11200,Gunnedah Region,1,New South Wales,53292
55220,-30.96,150.15,GUNNEDAH (BELTANA),11200,Gunnedah Region,1,New South Wales,53292
55239,-31.59,150.48,PINE RIDGE (ROUND ISLAND),11201,Quirindi,1,New South Wales,31303
55244,-31.64,150.57,WILLOW TREE (COOINDA),11201,Quirindi,1,New South Wales,31303
55254,-30.79,150.63,MANILLA (FERN HILL),11205,Tamworth Region,1,New South Wales,7960
55255,-31.53,150.76,QUIRINDI (SPRING VALE),11201,Quirindi,1,New South Wales,31303
55257,-31.22,150.82,DURI (DUNGOWAN RD),11205,Tamworth Region,1,New South Wales,7960
55268,-30.83,149.77,BOGGABRI (BE-BARA),11200,Gunnedah Region,1,New South Wales,53292
55276,-30.88,150.49,KEEPIT DAM,11200,Gunnedah Region,1,New South Wales,53292
55279,-31.09,150.74,TAMWORTH (HILLGROVE),11205,Tamworth Region,1,New South Wales,7960
55282,-31.48,150.54,PINE RIDGE (RANGARI),11201,Quirindi,1,New South Wales,31303
55294,-31.35,150.63,WERRIS CREEK (YANDILLA),11201,Quirindi,1,New South Wales,31303
55302,-31.36,151.14,NUNDLE (CHAFFEY DAM),11205,Tamworth Region,1,New South Wales,7960
55303,-30.81,150.75,MANILLA (ROSEDALE),11205,Tamworth Region,1,New South Wales,7960
55304,-31.02,149.91,MULLALEY (FAIRWINDS),11200,Gunnedah Region,1,New South Wales,53292
55308,-30.88,151.16,BENDEMEER (BONNA),11205,Tamworth Region,1,New South Wales,7960
55311,-31.22,150.82,DURI POST OFFICE,11205,Tamworth Region,1,New South Wales,7960
55313,-31.27,150.92,GOONOO GOONOO (GOONOO GOONOO CREEK),11205,Tamworth Region,1,New South Wales,7960
55319,-30.61,150.59,UPPER MANILLA (GLENBORAH),11205,Tamworth Region,1,New South Wales,7960
55324,-31.08,150.26,CURLEWIS (WONGALEE),11200,Gunnedah Region,1,New South Wales,53292
55331,-30.73,150.58,MANILLA (TOWRI),11205,Tamworth Region,1,New South Wales,7960
55335,-31.53,151.18,NUNDLE (MALONGA),11205,Tamworth Region,1,New South Wales,7960
55336,-31.6,151.14,NUNDLE (HEAD OF THE PEEL),11205,Tamworth Region,1,New South Wales,7960
55337,-31.59,151,CRAWNEY MOUNTAIN,11205,Tamworth Region,1,New South Wales,7960
56001,-29.72,151.36,SAPPHIRE (ARGYLE),11192,Inverell Region - East,1,New South Wales,8893
56018,-29.78,151.08,INVERELL RESEARCH CENTRE,11191,Inverell,1,New South Wales,61
56033,-29.95,151.21,TINGHA POST OFFICE,11192,Inverell Region - East,1,New South Wales,8893
56057,-30.09,151.39,TENTERDEN (BALOOK),11192,Inverell Region - East,1,New South Wales,8893
56111,-29.78,151.36,ELSMORE (DANTHONIA),11192,Inverell Region - East,1,New South Wales,8893
56176,-30.14,151.26,BUNDARRA (BIMBADEEN),11192,Inverell Region - East,1,New South Wales,8893
56237,-29.8,151.27,INVERELL (ELSMORE VILLAGE),11192,Inverell Region - East,1,New South Wales,8893
56242,-29.78,151.11,INVERELL (RAGLAN ST),11191,Inverell,1,New South Wales,61
57093,-29.51,152.49,CANGAI (SMELTER CREEK),11081,Grafton Region,1,New South Wales,2455
57114,-29.2,152.6,BARYULGIL (CLARENCE RIVER),11081,Grafton Region,1,New South Wales,2455
